captured_at,source_timestamp,product,bid,ask,mid
2026-05-05T20:21:33.576914,2026-05-05T20:21:30.738460+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:35.219233,2026-05-05T20:21:30.738460+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:38.374103,2026-05-05T20:21:30.738460+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:41.796033,2026-05-05T20:21:39.546511+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:45.023082,2026-05-05T20:21:39.546511+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:48.282906,2026-05-05T20:21:39.546511+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:51.796390,2026-05-05T20:21:48.617837+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:55.087237,2026-05-05T20:21:48.617837+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:21:58.640502,2026-05-05T20:21:57.724801+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:22:02.126902,2026-05-05T20:21:57.724801+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:22:05.691145,2026-05-05T20:21:57.724801+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:22:08.673330,2026-05-05T20:22:06.355170+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:22:12.077149,2026-05-05T20:22:06.355170+01:00,gbp,1.35465,1.3547,1.3546749999999999
2026-05-05T20:22:15.263132,2026-05-05T20:22:15.041214+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:18.581369,2026-05-05T20:22:15.041214+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:22.578693,2026-05-05T20:22:15.041214+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:26.284273,2026-05-05T20:22:24.329566+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:30.560963,2026-05-05T20:22:24.329566+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:34.982951,2026-05-05T20:22:32.880963+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:39.271894,2026-05-05T20:22:32.880963+01:00,gbp,1.35465,1.35475,1.3546999999999998
2026-05-05T20:22:42.854614,2026-05-05T20:22:41.595287+01:00,gbp,1.35465,1.35475,1.3546999999999998
