open_hour,total_net,avg_day,opened_days,switches,days
0,11342.5,756.1666666666666,15,3,15
1,11342.5,756.1666666666666,15,3,15
2,11342.5,756.1666666666666,15,3,15
3,11342.5,756.1666666666666,15,3,15
